artist,genres,genre
Fettes Brot,"Hip hop, rap, pop",Hiphop
Die Prinzen,"Pop, Rock, Acapella",Pop
Samy Deluxe,"hip hop, rap, reggae",Hip hop
Rosenstolz,"Pop, rock, electronic",Pop
Ben,"Hip-hop, R&B, Pop",Pop
Massive Töne,"Hip-hop, rap, German hip-hop",Hiphop
Herbert Grönemeyer,"Pop, rock, electronic",Pop
Stefan Raab feat. Shaggy,"Pop, Reggae, Dancehall",Pop
Nena,"Pop, New Wave, Rock",Pop
Yvonne Catterfeld,"Pop, Pop Rock, Dance-Pop",Pop
Buddy,"Rap, Hip-hop, R&B",Hiphop
Eko Fresh,"Hip hop, rap, German hip hop",Hiphop
OOMPH!,"Industrial metal, Neue Deutsche Härte, Industrial rock.",Industrial
De Randfichten,"Schlager, Volksmusik, Pop",Volksmusik
Die Fantastischen Vier,"Hip-hop, pop, electronic",Hip hop
Paul van Dyk,"Trance, Progressive House, Electro House",Trance
Silbermond,"Pop, Rock, Alternative",Pop
Juli,"Pop, Rock, Alternative",Pop
Annett Louisan,"Pop, Chanson, Jazz",Pop
Schnappi,"Children's music, Pop, Dance",Childrens Music
Max Mutzke,"Pop, soul, funk",Soul
Lukas Hilbert,"Pop, dance-pop, electronic",Pop
Ich + Ich,"Pop, Electronic, Alternative",Pop
Fler,"Hip-hop, rap, trap",HipHop
Christina Stürmer,"Pop, rock, indie",Pop
Maya Saban,"Pop, Rock, Alternative",Pop
Die Firma,"Hip hop, rap, German hip hop",Hip hop
Tokio Hotel,"Pop, rock, alternative",Rock
Seeed,"Reggae, Dancehall, Hip-hop",Reggae
Revolverheld,"Pop, Rock, Alternative",Pop
Muhabbet,"Pop, Schlager, Dance",Pop
Marlon,"Pop, R&B, Soul",Pop
Rapsoul,"Pop, R&B, Hip-hop",RB
LaFee,"Pop, Rock, Gothic",pop
Oliver Pocher,"Hip-hop, pop, dance",Comedy
Sportfreunde Stiller,"Rock, alternative rock, indie rock",Alternative Rock
Mia.,"Pop, electronic, hip hop.",Pop
Killerpilze,"Pop, rock, punk",Punk
Liza Li,"Pop, Dance, Electronic",Pop
7 Zwerge,"Pop, Rock, Schlager",Pop
Höhner,"pop, schlager, kölschrock",Schlager
DJ Ötzi,"Dance, Pop, Schlager",Dance
Roger Cicero,"Jazz, pop, swing",Jazz
Azad,"Hip hop, rap, trap",Hiphop
Culcha Candela,"Pop, reggae, hip hop",Dancehall
Kate & Ben,"Pop, Folk, Indie",Indie folk
Jörn Schlönvoigt,"Pop, Rock, Dance",Pop
Alex C.,"Pop, EDM, R&B",Pop
Olaf Henning,"Schlager, Dance-pop, Popfolk",Schlager
Schnuffel,"Children's Music, Pop, Electronic",Pop
Markus Becker,"dance, electronic, pop",Dancehall
Tim Toupet,"Schlager, Pop, Dance",Schlager
Modeselektor,"Electronica, Techno, IDM",Electronic
Peter Wackel,"Schlager, Pop, Dance",Schlager
Clueso,"Pop, reggae, hip-hop",Pop
Udo Lindenberg,"Rock, pop, folk",Rock
Lützenkirchen,"Techno, Tech House, Minimal",Techno
Mickie Krause,"Schlager, Pop, Dance",Schlager
Peter Fox,"Reggae, Dancehall, Pop",Reggae
Thomas Godoj,"Rock, Pop, Alternative",Rock
Polarkreis 18,"Indie Pop, Electronic, Dreampop",Indie pop
Giovanni,"Classical, Jazz, Electronic",Classical
Curse,"Hip hop, rap, German hip hop",Hip hop
Schäfer Heinrich,"Pop, Schlager, Comedy",Schlager
Eisblume,"Pop, Rock, Alternative",Pop
Cassandra Steen,"Pop, R&B, Soul",RB
Frauenarzt,"Hip-hop, rap, techno",Rap
Jürgen Drews,"Schlager, Pop, Disco",Pop
Ella Endlich,"Pop, Schlager, Classical",Pop
Die Atzen,"electronic, hip hop, dance",Electronic
Unheilig,"Rock, pop, electronic",Gothic Rock
Sido,"Hip-hop, rap, gangsta rap",Hiphop
Uwu Lena,"pop, indie pop, electronic",Pop
Basta,"Rap, Hip-hop, R&B",Hip hop
Jupiter Jones,"Rock, Alternative Rock, Indie Rock",Alternative
Tim Bendzko,"Pop, rock, acoustic",Pop
Andreas Bourani,"Pop, rock, acoustic",Pop
Frida Gold,"Pop, Dance-pop, Electropop",Pop
Glasperlenspiel,"Pop, electronic, dance",Pop
Philipp Poisel,"Pop, Singer-Songwriter, Folk",Folk
Deichkind,"Electronic, Hip Hop, Dance",ElectroPop
Kraftklub,"punk, indie rock, alternative",Indie pop
CRO,"rap, pop, hip-hop",Pop
Max Herre,"Hip hop, soul, reggae",Hiphop
Marteria,"Hip-hop, Pop, Electronic",Hip hop
Klangkarussell,"House, electronic, dance",House
Laing,"Pop, electronic, indie",Pop
LaBrassBanda,"Bavarian folk, brass band, ska",Bavarian Brass Band
Pulcino Pio,"Children's Music, Comedy, Novelty",Childrens Music
Maxim,"Electronic, drum and bass, breakbeat",Drum and Bass
Beatrice Egli,"Pop, Schlager, Dance",Pop
Casper,"Hip-hop, Rap, Rock",Rap
Alligatoah,"Hip hop, rap, alternative",Rap
Helene Fischer,"Pop, Schlager, Dance",Pop
Adel Tawil,"Pop, Rock, R&B",Pop
TEY,"R&B, pop, hip hop",RB
Andreas Gabalier,"Pop, Schlager, Folk",Folk
Mark Forster,"Pop, dance-pop, electropop",Pop
Philipp Dittberner,"Pop, Electronic, Indie",Pop
Gestört aber GeiL,"House, Electronic, Dance",Electronic
JORIS,"Pop, indie pop, electronic",Pop
Sarah Connor,"Pop, R&B, Soul",Pop
Namika,"Pop, R&B, Hip hop",Pop
SDP,"pop, hip hop, rap",Pop
Johannes Oerding,"Pop, Schlager, Rock",Pop
Die Orsons,"Hip hop, pop, rap",Hiphop
AnnenMayKantereit,"Indie rock, folk, alternative folk",Indie folk
Stereoact,"dance, pop, electronic",Electronic
Beginner,"Hip-Hop, German Hip-Hop, Rap",Hiphop
EFF,"Pop, R&B, Soul",Pop
Max Giesinger,"Pop, rock, indie",Pop
Wincent Weiss,"Pop, Schlager, Dance",Pop
Kerstin Ott,"pop, Schlager, dance",Pop
Bausa,"Hip-hop, trap, pop",Hiphop
Die Toten Hosen,"Punk rock, alternative rock, punk pop",Punk
Josh.,"Pop, R&B, Soul",Pop
Juju,"Pop, R&B, Soul",Afrobeat
Capital Bra,"Hip hop, trap, dancehall",Hiphop
RIN,"Hiphop, Trap, Deutschrap",Hiphop
LOTTE,"Pop, Ballad, R&B",Pop
Rauw Alejandro,"Reggaeton, Latin Trap, R&B",Reggaeton
Sebastian Yatra,"Reggaeton, Pop, Latin Pop",pop
Los Legendarios,"Reggaeton, R&B, Latin pop",Reggaeton
zzoilo,"Electronic, experimental, ambient",Electronic
Bad Bunny,"Reggaeton, Latin Trap, Reggae tonico",Reggaeton
Marc Seguí,"Pop, reggaeton, trap",Electronic
Sech,"Reggaeton, Latin Trap, R&B",Reggaeton
Boza,"Reggaeton, Latin Trap, R&B",Reggaeton
Ozuna,"Reggaeton, Latin Trap, Bachata",Reggaeton
Jay Wheeler,"Reggaeton, Latin Trap, R&B",Reggaeton
C. Tangana,"Hip-hop, reggaeton, trap",Reggaeton
Danny Ocean,"R&B, Latin Pop, Reggaeton",Latin
Nacho,"Reggaeton, Latin Pop, Reggae",Reggaeton
Paulo Londra,"Trap, Latin, Reggaeton",Latin Music
Ana Mena,"Pop, Latin, Reggaeton",Pop
Anuel AA,"reggaeton, Latin trap, musica urbana",Reggaeton
Jhay Cortez,"Reggaeton, Latin Trap, R&B",Reggaeton
Lenny Tavárez,"Reggaeton, Latin R&B, Urban Pop",Reggaeton
Camilo,"Pop, Reggaeton, Latin Folk",Latin pop
Rels B,"Hip hop, trap, R&B",Rap
Chema Rivas,"Pop, Latin, Dance",Pop
Trueno,"Hip-hop, rap, trap",Rap
KAROL G,"Reggaeton, Latin Pop, Dancehall",Reggaeton
Manuel Turizo,"Reggaeton, Latin pop, Reggae",Reggaeton
Lunay,"Reggaeton, Latin Trap, R&B",reggaeton
Bad Gyal,"Reggaeton, Dancehall, R&B",Reggaeton
Nio Garcia,"Reggaeton, Latin Trap, Reggae",Reggaeton
Dalex,"Reggaeton, Latin Trap, R&B",Reggaeton
Natti Natasha,"Reggaeton, Latin pop, Reggae.",Reggaeton
Chino & Nacho,"Pop, Reggaeton, Latin",Latin
Tainy,"Reggaeton, Latin trap, Dancehall",Reggaeton
Reik,"Pop, Latin Pop, Romantic Ballads",Pop
CNCO,"Pop, Reggaeton, Latin",pop
Myke Towers,"Reggaeton, Latin Trap, Urban Music",Reggaeton
Don Patricio,"Reggaeton, Hip-Hop, Trap",Reggaeton
Alex Sensation,"Reggaeton, Latin, Dancehall",Latin
Omar Montes,"Reggaeton, Latin Trap, Flamenco",Reggaeton
Fred De Palma,"Pop, rap, trap",Pop
Maikel Delacalle,"Reggaeton, Latin Pop, R&B",Reggaeton
Chris Jedi,"Reggaeton, Latin Pop, Trap",Reggaeton
DELLAFUENTE,"Trap, Reggaeton, Rap",Hip hop
Juan Magán,"Latin, Reggaeton, EDM",Reggaeton
ROSALÍA,"Flamenco, Pop, Reggaeton",Flamenco
Joey Montana,"reggaeton, latin pop, urban pop",Latin
Dayvi,"Reggaeton, Latin pop, EDM",Dance
Pedro Capó,"Pop, Latin, Reggae",Pop
Anitta,"Pop, funk carioca, reggaeton",Pop
Ricky Dillard,"Gospel, Christian, Traditional Gospel",Gospel
Evvie McKinney,"R&B, pop, soul",RB
Cross Worship,"Christian, Gospel, Worship",Christian music
Tasha Cobbs Leonard,"Gospel, Christian, Contemporary Gospel",Gospel
Brian Courtney Wilson,"Gospel, Soul, R&B",Gospel
Jonathan Traylor,"Christian, Gospel, Soul",Gospel
Tori Kelly,"Pop, R&B, Soul",Pop
Tye Tribbett,"Gospel, Christian, Contemporary Gospel",Gospel
WorshipMob,"Christian, worship, praise",Christian Music
Keith & Kristyn Getty,"Gospel, Christian, Celtic",Christian Music
Tramaine Hawkins,"Gospel, R&B, Soul",Gospel
Kelly Price,"R&B, Soul, Gospel",RB
Daryl Coley,"Gospel, R&B, Soul",Gospel
Smokie Norful,"Gospel, R&B, Soul",Gospel
Richard Smallwood,"Gospel, Christian, Traditional Gospel",Gospel
Joyous Celebration,"Gospel, Christian, Worship",Gospel
Merry Clayton,"R&B, Soul, Gospel",RB
Idahams,"Afrobeats, Afro-pop, Highlife",Afrobeat
The Clark Sisters,"Gospel, R&B, Soul",Gospel
The Brown Boyz,"R&B, Soul, Gospel",Gospel
Run51,"Hip Hop, R&B, Pop",Electronic
We The Kingdom,"Christian rock, alternative rock, contemporary worship",Christian rock
Lexi,"Pop, R&B, Soul",Pop
Jerard & Jovaun,"R&B, Gospel, Pop",Gospel
Gloria Gaynor,"Disco, R&B, Soul",Disco
Gene Moore,"Soul, Gospel, R&B",Gospel
Berliner Philharmoniker,"Classical, Orchestral, Chamber Music",Classical
Eric Whitacre,"Classical, Choral, Contemporary",Classical
Alban Berg,"Classical, opera, 20th-century classical",Classical
Hector Berlioz,"Classical, Romantic, Symphonic",Classical
Johann Christian Bach,"Classical, Baroque, Romantic",Classical
Béla Bartók,"Classical, Folk, Avant-garde",Classical
Anton Bruckner,"Romantic, symphonic, classical",Classical
Gustav Mahler,"Classical, Romantic, Symphony",Classical
Carl Philipp Emanuel Bach,"Classical, Baroque, Rococo",Classical
Igor Stravinsky,"Classical, Neoclassical, Avant-garde",Classical
Franz Joseph Haydn,"Classical, symphony, chamber music.",Classical
Ralph Vaughan Williams,"Classical, choral, orchestral",Classical
Heitor Villa-Lobos,"Brazilian classical, modern classical, symphonic",Classical
Aaron Copland,"Classical, modern classical, American folk",Classical
Carl Nielsen,"Classical, Romantic, Modernism",Classical
Bedřich Smetana,"Romantic, Classical, Nationalistic",Classical
Sergei Prokofiev,"Classical, Neoclassical, Modernism",Classical
Olivier Messiaen,"Classical, Avant-garde, Spiritual",Classical
Edward Elgar,"Classical, Romantic, Symphony",Classical
Einojuhani Rautavaara,"Classical, Modern Classical, Opera",Classical
Henryk Górecki,"Classical, Contemporary Classical, Minimalism",Classical
César Franck,"Romantic, Classical, Organ Music",Classical
Louise Farrenc,"Classical, Romantic, Chamber Music",Classical
Iannis Xenakis,"Contemporary classical, experimental electronic, musique concrète",Contemporary Classical
George Gershwin,"Jazz, classical, musical theater",Jazz
Benjamin Britten,"Classical, opera, chamber music",Classical
Camille Saint-Saëns,"Classical, Romantic, French Folk",Classical
Polish National Radio Symphony Orchestra,"Classical, orchestral, symphonic",Classical
Nikolai Rimsky-Korsakov,"Classical, Romantic, Russian Folk",Classical
Per Nørgård,"Contemporary Classical, Minimalism, Experimental",Contemporary Classical
Leoš Janáček,"Classical, opera, chamber music",Classical
Anton Webern,"Classical, avant-garde, serialism",Classical
Samuel Barber,"Classical, Romantic, Modernism",Classical
Edgard Varèse,"Modern classical, electronic, avant-garde",Modern Classical
Charles Ives,"Classical, Modernist, Experimental",Classical
John Adams,"Contemporary classical, minimalism, post-minimalism",Minimalism
Oliver Knussen,"contemporary classical, avant-garde, orchestral",Classical
Henri Dutilleux,"Classical, 20th Century, Avant-garde",Classical
Gustav Holst,"Classical, Romantic, Orchestral",Classical
Elliott Carter,"Contemporary classical, modernist, atonal",Classical
Paul Hindemith,"Classical, Modernist, Neoclassical",Classical
Alexander Scriabin,"Classical, Romantic, Impressionist",Classical
Thomas Adès,"Contemporary Classical, Avant-garde, Classical",Classical
Witold Lutosławski,"Modern Classical, Avant-garde, Orchestral",Classical
Modest Mussorgsky,"Classical, Romantic, Russian Folk",Classical
Kaija Saariaho,"Contemporary classical, avant-garde, electronic.",Contemporary Classical
William Walton,"Classical, Modernism, Film Score",Classical
Luciano Berio,"Contemporary classical, experimental, electronic",Contemporary Classical
György Ligeti,"Contemporary classical, avant-garde, experimental",avantgarde classical
Magnus Lindberg,"Classical, Contemporary Classical, Avant-garde",Classical
Nikolai Myaskovsky,"Classical, Romantic, Modern",Classical
Peter Maxwell Davies,"Classical, Modern, Avant-garde",Classical
Karlheinz Stockhausen,"Classical, electronic, avant-garde",Contemporary Classical
Allan Pettersson,"Classical, symphony, contemporary",Classical
Karol Szymanowski,"Classical, Impressionist, Modernist",Classical
Ottorino Respighi,"Classical, orchestral, symphonic",Classical
Toru Takemitsu,"Classical, experimental, avant-garde",Classical
Tristan Murail,"Classical, contemporary classical, musique spectrale",Contemporary Classical
Arnold Schoenberg,"Classical, modernist, atonal",Classical
